cnterNm,cnterChNm,operMbyCn,operModeCn,ctpvNm,sggNm,roadNmAddr,lotnoAddr,lat,lot,hmpgAddr,rprsTelno,dscsnTelno,fxno,emlAddr,operHrCn,empCnt,pvsnLngNm,crtrYmd,expsrYn,rmrkCn
남원시 가족센터,이상덕,민간,위탁,전북,남원시,전라북도 남원시 용성로 43 남원시 다문화가족지원센터,전라북도 남원시 동충동 173-1,35.409314,127.381323,namwon.familynet.or.kr,636355474,636316700,636356702,namwon5474@hanmail.net,평일 09:00-18:00(휴게시간 12:00-13:00) 토-09:00-16:00 야간상담(금) 18:00-21:00 일 정기휴무,31,"캄보디아어, 중국어, 베트남어, 필리핀어",20221215,Y,
김제시 가족센터,장순호,민간,위탁,전북,김제시,"전라북도 김제시 요촌길 45, 지평선어울림센터 3층","전라북도 김제시 검산동 1031, 지평선어울림센터 3층",35.8053939,126.8964244,gimje.familynet.or.kr,635458506,,635452846,kjmct7@naver.com,평일 09:00-18:00(휴게시간 1시간),25,"베트남어, 필리핀어",20221215,Y,
완주군 가족센터,김정은,민간,위탁,전북,완주군,전라북도 완주군 용진읍 완주로 462,전라북도 완주군 용진읍 운곡리 905-2,35.906323,127.15707,wanju.familynet.or.kr,632311035,632478839,632611035,wjct1037@naver.com,평일 09:00-18:00,25,"베트남어, 중국어",20221215,Y,
진안군 가족센터,박주철,민간,위탁,전북,진안군,"전라북도 진안군 진안읍 중앙로 28, 3층","전라북도 진안군 진안읍 군하리 285-8, 3층",35.7885505,127.4228541,jinan.familynet.or.kr,634334888,,634334881,jinan4888@hanmail.net,평일 09:00-18:00,12,베트남어,20221215,Y,
무주군 가족센터,장진원,민간,위탁,전북,무주군,"전라북도 무주군 무주읍 신교로2길 17(구, 군수관사)",전라북도 무주군 무주읍 읍내리 1422,36.010966,127.6659272,muju.familynet.or.kr,633221130,7042869802,633221106,mujucenter@hanmail.net,,13,베트남어,20221215,Y,
장수군 가족센터,천현우,공공,위탁,전북,장수군,전라북도 장수군 장수읍 싸리재로 15,전라북도 장수군 장수읍 장수리 297,35.6493684,127.5207201,jangsu.familynet.or.kr,633523362,,633523363,jsg3523362@daum.net,평일 09:00-18:00(휴게시간 12:00-13:00),12,"중국어, 베트남어",20221215,Y,
임실군 가족센터,김종희,민간,위탁,전북,임실군,"전라북도 임실군 임실읍 운수로 27, 2층","전라북도 임실군 임실읍 이도리 236-2, 2층",35.6146562,127.2840826,imsil.familynet.or.kr,636421837,,636421838,isdmw@hanmail.net,평일 09:00-18:00 주말 정기휴무,16,베트남어,20221215,Y,
순창군 가족센터,문정현,민간,위탁,전북,순창군,"전라북도 순창군 순창읍 순창로 127, 순창군행복누리센터 3층",전라북도 순창군 순창읍 가남리 541 순창군행복누리센터 3층,35.3668832,127.1405131,https://sunchang.familynet.or.kr/center/index.do,636523844,,636523840,dafamily3844@hanmail.net,평일 09:00-18:00,14,몽골어,20221215,Y,
고창군 가족센터,손형석,민간,위탁,전북,고창군,전라북도 고창군 고창읍 성산로 57 1층,"전라북도 고창군 고창읍 교촌리 233-5, 1층",35.4384588,126.6990288,gochang.familynet.or.kr,635611366,,635611356,abcde1366@daum.net,평일 09:00-18:00(휴게시간 1시간),13,중국어,20221215,Y,
부안군 가족센터,김화순,공공,직영,전북,부안군,전라북도 부안군 부안읍 오리정로 89 2층,"전라북도 부안군 부안읍 서외리 536-15, 2층",35.7233599,126.7318078,https://buan.familynet.or.kr/center/index.do,635803941,,635814587,buan-mfsc@hanmail.net,평일 09:00-18:00 주말 정기휴무,12,중국어,20221215,Y,
목포시 가족센터,최성숙,민간,직영,전남,목포시,전라남도 목포시 수강로 12번길 41 5층,"전라남도 목포시 광동3가 6-1, 5층",34.7889573,126.3882666,mokpo.familynet.or.kr,612472311,612472310,612784222,mpcaritas@naver.com,평일 09:00-18:00(휴게시간 1시간),23,베트남어,20221215,Y,
여수시 가족센터,지미자,민간,위탁,전남,여수시,전라남도 여수시 새터로 33 여수시가족센터,전라남도 여수시 신기동 93-3,34.7596053,127.6753419,yeosu.familynet.or.kr,616924174,616924173,616924177,yeosusicenter@daum.net,09:00-18:00 토 정기휴무,30,-,20221215,Y,
순천시 가족센터,박애리,민간,위탁,전남,순천시,전라남도 순천시 중앙로 255 순천대학교 평생교육원 B동 1층,전라남도 순천시 석현동 313 순천대학교 평생교육원 B동 1층,34.968961,127.480054,suncheon.familynet.or.kr,617505353,617505355,617505354,scfamily@hanmail.net,평일 09:00-18:00,22,베트남어,20221215,Y,
나주시 가족센터,하양진,민간,위탁,전남,나주시,전라남도 나주시 예향로 4075,전라남도 나주시 송월동 921-5,35.0166352,126.7133327,najusi.familynet.or.kr,613310709,,613340709,najudamun@hanmail.net,평일 09:00-18:00,22,"중국어, 베트남어",20221215,Y,
광양시 가족센터,손경화,민간,위탁,전남,광양시,전라남도 광양시 중마로 410 커뮤니티센터 6층,전라남도 광양시 마동 359 커뮤니티센터 6층,34.9464898,127.7030359,gwangyang.familynet.or.kr,617976800,617976898,617976899,hope6893@hanmail.net,매일 09:00-18:00,32,베트남어,20221215,Y,
담양군 가족센터,손순용,공공,위탁,전남,담양군,"전라남도 담양군 담양읍 완동길 10-5, 담양군여성회관 내 4층",전라남도 담양군 만성리 116-1 담양군여성회관 내 4층,35.3246918,126.9807889,https://damyang.familynet.or.kr/center/index.do,613833655,613833670,613833658,dymfc3655@hanmail.net,평일 09:00-18:00,12,베트남어,20221215,Y,
곡성군 가족센터,이금주,민간,직영,전남,곡성군,전라남도 곡성군 곡성읍 학정3길 6,전라남도 곡성군 학정리 661,35.283204,127.289475,gokseong.familynet.or.kr,613625411,,613625412,gokseong2009@hanmail.net,평일 09:00-18:00,12,-,20221215,Y,
고흥군다문화가족지원센터,박미랑,민간,위탁,전남,고흥군,"전라남도 고흥군 고흥읍 고흥로 1656, 새마을회 3층",전라남도 고흥군 남계리 832 새마을회 3층,34.6016863,127.2794754,https://goheung.familynet.or.kr/center/index.do,618325399,618345399,618351066,gh5780@hanmail.net,평일 09:00-18:00(휴게시간 1시간),13,베트남어,20221215,Y,
보성군다문화가족지원센터,박미선,민간,위탁,전남,보성군,전라남도 보성군 보성읍 송재로 186-5,전라남도 보성군 보성읍 보성리 697-2,34.7725995,127.0815213,https://boseonggun.familynet.or.kr/center/index.do,618522664,618527621,618522665,misun2936@hanmail.net,평일 09:00-18:00,13,베트남어,20221215,Y,
화순군 가족센터,김종식,민간,위탁,전남,화순군,전라남도 화순군 화순읍 대교로 11(화순희망센터 2층),전라남도 화순군 화순읍 교리 185 화순희망센터 2층,35.0635452,126.9804769,hwasungun.familynet.or.kr,613751057,613751056,613751059,wsfsc@hanmail.net,평일 09:00-18:00 주말 09:00-14:00,18,필리핀어,20221215,Y,
장흥군 가족센터,박혜영,민간,위탁,전남,장흥군,"전라남도 장흥군 장흥읍 흥성로 37-24, 장흥종합사회복지관 4층",전라남도 장흥군 장흥읍 건산리 761 장흥종합사회복지관 4층,34.6754709,126.9070702,https://jhfc.familynet.or.kr/center/,618644813,618644810,618644812,jhfc@familynet.or.kr,평일 09:00-18:00(휴게시간 12:00-13:00),19,일본어,20221215,Y,
강진군 가족센터,윤정선,민간,위탁,전남,강진군,전라남도 강진군 강진읍 사의재길 41,전라남도 강진군 강진읍 동성리 291-2,34.6447962,126.7717315,https://gangjin.familynet.or.kr/center/,614339004,,614336201,mf9004@hanmail.net,평일 09:00-18:00,13,필리핀어,20221215,Y,
해남군 가족센터,정광선,민간,위탁,전남,해남군,전라남도 해남군 해남읍 북부순환로 10 2층,"전라남도 해남군 해남읍 해리 159-6, 2층",34.571903,126.6100643,haenam.familynet.or.kr,615340017,615340017,615340016,haenam17@hanmail.net,평일 09:00-18:00,17,베트남어,20221215,Y,
영암군 가족센터,송영희,민간,위탁,전남,영암군,"전라남도 영암군 삼호읍 세가래로 88, 삼호종합복지회관 2층","전라남도 영암군 삼호읍 용앙리 238-7, 삼호종합복지회관 2층",34.7485888,126.4746367,yeongam.familynet.or.kr,614632929,,614622929,songyh42@naver.com,평일 09:00-18:00,11,베트남어,20221215,Y,
무안군 가족센터,유영림,민간,위탁,전남,무안군,전라남도 무안군 무안읍 무안로 511번지,전라남도 무안군 무안읍 성동리 869,34.9890827,126.479245,muan.familynet.or.kr,614521813,614541813,614521850,muan2009@hanmail.net,평일 09:00-18:00,13,베트남어,20221215,Y,
함평군 가족센터,김기영,민간,위탁,전남,함평군,"전라남도 함평군 함평읍 들샘길 36, 함평천지종합복지관 4층",전라남도 함평군 내교리 174-7 함평천지종합복지관 4층,35.0608794,126.5218727,hampyeonggun.familynet.or.kr,613245431,613245430,613245433,hp3387@hanmail.net,평일 09:00-18:00(휴게시간 12:00-13:00),19,베트남어,20221215,Y,
영광군 가족센터,고봉주,공공,위탁,전남,영광군,전라남도 영광군 영광읍 물무로 171 유림회관,전라남도 영광군 교촌리 174-1,35.274903,126.517081,https://yeonggwang.familynet.or.kr/center/,613538880,,613538159,dudrhkd2468@naver.com,평일 09:00-18:00,13,"베트남어, 중국어",20221215,Y,
장성군 가족센터,이정문,민간,직영,전남,장성군,전라남도 장성군 장성읍 충무5길 24 가정복지회관내,전라남도 장성군 장성읍 영천리 973-9,35.2990696,126.7847773,jsfc.familynet.or.kr,613935420,613952244,613935422,jnjs5420@hanmail.net,,17,베트남어,20221215,Y,
완도군 가족센터,김해용,민간,위탁,전남,완도군,"전라남도 완도군 완도읍 개포로 34-10, 3층","전라남도 완도군 완도읍 군내리 1248-14, 3층",34.3161844,126.7485932,wando.familynet.or.kr,615544100,615553400,615555445,wando@familynet.or.kr,평일 09:00-18:00,15,캄보디아어,20221215,Y,
진도군 가족센터,조경순,민간,직영,전남,진도군,전라남도 진도군 진도읍 진도대로 7195(여성플라자 1층),전라남도 진도군 진도읍 동외리 1189 여성플라자 1층,34.479598,126.2692691,http://jindo.familynet.or.kr/index.jsp,615449993,615443629,615449903,jdmfsc@hanmail.net,평일 09:00-18:00,12,베트남어,20221215,Y,
신안군 가족센터,신선희,공공,직영,전남,신안군,전라남도 신안군 압해읍 압해로 876-22 신안군 가족센터,전라남도 신안군 압해읍 학교리 589-3,34.866308,126.312452,shinan.familynet.or.kr,612408706,,612408709,gwonoc2013@naver.com,평일 09:00-18:00(휴게시간 12:00-13:00),8,베트남어,20221215,Y,
구례군 가족센터,김남태,민간,위탁,전남,구례군,전라남도 구례군 구례읍 구례로 508 청소년문화의집 2층,전라남도 구례군 구례읍 봉동리 115-3 청소년문화의집 2층,35.206381,127.470259,gurye.familynet.or.kr,617818003,617818004,617835622,gurye@familynet.or.kr,평일 09:00-18:00,10,-,20221215,Y,
포항시 가족센터,안연희,민간,위탁,경북,포항시,경상북도 포항시 북구 선착로 18-10,경상북도 포항시 북구 대신동 71-6,36.0478333,129.3662055,pohang.familynet.or.kr,542449702,542449701,542449704,phf9701@hanmail.net,평일 09:00-17:00,38,"중국어, 베트남어",20221215,Y,
경주시 가족센터,박정우,민간,직영,경북,경주시,"경상북도 경주시 북성로 87(북부동, 평생학습가족관 2층)",경상북도 경주시 북부동 116-3 평생학습가족관 2층,35.8479393,129.2113421,gyeongju.familynet.or.kr,547798709,547798939,547430773,sulee65@korea.kr,평일 09:00-18:00,14,"중국어, 베트남어",20221215,Y,
김천시 가족센터,이명화,민간,위탁,경북,김천시,경상북도 김천시 공단로 152-32,경상북도 김천시 대광동 1347-1,36.148078,128.1380333,https://gimcheon.familynet.or.kr/center/,544398280,544317740,544398281,gc4317740@hanmail.net,평일 09:00-18:00,20,"중국어, 베트남어",20221215,Y,
안동시 가족센터,유하영,민간,위탁,경북,안동시,"경상북도 안동시 경북대로 440, 3층","경상북도 안동시 옥동 732-3, 3층",36.567917,128.698593,https://andong.familynet.or.kr/center/index.doandong.familynet.or.kr,548533111,0548599811 0548599812,548599875,adfn440@daum.net,평일 09:00-18:00 주말 정기휴무,27,"중국어, 베트남어",20221215,Y,
구미시 가족센터,도근희,민간,위탁,경북,구미시,경상북도 구미시 산책길73,경상북도 구미시 원평동 964-451,36.1235572,128.3294423,gumi.familynet.or.kr,544430541,544555415,544580575,agm0575@hanmail.net,평일 09:00-18:00,22,"베트남어, 중국어",20221215,Y,
경상북도다문화가족지원센터,장흔성,민간,위탁,경북,구미시,"경상북도 구미시 형곡동로 2길 4, 1층","경상북도 구미시 형곡동 377, 1층",36.1031246,128.336374,http://gblady.org/,544540542,547161211,544430543,gb0575@hanmail.net,평일 09:00-18:00,5,-,20221215,Y,
영주시 가족센터,황미자,민간,위탁,경북,영주시,경상북도 영주시 명륜길 28번길 25,경상북도 영주시 하망동 182,36.8287229,128.6295006,http://yeongju.familynet.or.kr/center/index.do,546345431,546375435,546355431,yjm6345431@daum.net,평일 09:00-18:00 주말 정기휴무,16,-,20221215,Y,
영천시 가족센터,이은아,민간,위탁,경북,영천시,경상북도 영천시 운동장로 41(교촌동) 3층,"경상북도 영천시 교촌동 277, 3층",35.9664291,128.9235087,yeongcheon.familynet.or.kr,543342882,543342888,543342662,ycc2882@naver.com,"평일 09:00-18:00 토 09:00-18:00(둘째,넷째주)",19,베트남어,20221215,Y,
상주시 가족센터,김은정,민간,위탁,경북,상주시,경상북도 상주시 경상대로 3063-10,경상북도 상주시 무양동 1-162,36.4214342,128.1502324,sangju.familynet.or.kr,545311342,545313544,545360637,sjf1341@hanmail.net,평일 09:00-18:00,22,"베트남어, 캄보디아어",20221215,Y,
문경시 가족센터,박소희,민간,위탁,경북,문경시,"경상북도 문경시 매봉로 65, 4층","경상북도 문경시 모전동 914-4, 4층",36.590432,128.1800611,http://mungyeong.familynet.or.kr,545545591,7044133373,545545592,5545591@daum.net,평일 09:00-18:00,21,베트남어,20221215,Y,
경산시 가족센터,정유희,민간,위탁,경북,경산시,경상북도 경산시 경산로 131,경상북도 경산시 사정동 35-4,35.8203007,128.7283533,gyeongsan.familynet.or.kr,538164071,538174071,538164072,ksmfc@hanmail.net,평일 09:00-18:00(휴게시간 12:00-13:00) 주말 정기휴무,25,베트남어,20221215,Y,
군위군 가족센터,이상태,민간,위탁,경북,군위군,경상북도 군위군 군위읍 중앙길 31-10번지(군위군 구 보건소 2층),경상북도 군위군 서부리 161-3 보건소 2층,36.2313089,128.5661665,https://gunwi.familynet.or.kr/center/index.do,543832511,,543832512,loveingunwi@daum.net,,10,베트남어,20221215,Y,
의성군 가족센터,김수미,민간,위탁,경북,의성군,경상북도 의성군 의성읍 후죽1길 21,경상북도 의성군 후죽리 502-1,36.3543634,128.6969881,https://uiseongfamily.familynet.or.kr/center/index.do,548325440,548325404,548325442,dmltjdekansghk@hanmail.net,평일 09:00-18:00(휴게시간 12:00-13:00) 주말 정기휴무,18,베트남어,20221215,Y,
청송군다문화가족지원센터,강보경,공공,직영,경북,청송군,경상북도 청송군 청송읍 복지타운길 77 청송군다문화가족지원센터,경상북도 청송군 금곡리 813,36.429937,129.058927,https://www.liveinkorea.kr/center/main/main.do?centerSeq=184,548706790,,548706799,sk58482@korea.kr,평일 09:00-18:00(휴게시간 12:00-13:00) 주말 정기휴무,8,-,20221215,Y,
영양군다문화가족지원센터,이선정,공공,직영,경북,영양군,경상북도 영양군 영양읍 군민회관길 36,경상북도 영양군 영양읍 서부리 147-2,36.6609909,129.116429,https://www.liveinkorea.kr/center/main/main.do?centerId=yeongyanggun,546835432,,546835433,yyg5432@hanmail.net,평일 09:00-18:00,12,베트남어,20221215,Y,
영덕군 가족센터,이안국,공공,직영,경북,영덕군,경상북도 영덕군 영덕읍 강변길 324 영덕문화체육센터 내 여성회관 2층,경상북도 영덕군 영덕읍 화개리 608 여성회관 2층,36.4202343,129.3623897,https://yd.familynet.or.kr/center/index.do,547307383,547307385,547306659,ydgun1213@daum.net,평일 09:00-18:00,13,베트남어,20221215,Y,
청도군 가족센터,송근진,민간,위탁,경북,청도군,경상북도 청도군 화양읍 청려로 1846 청소년수련관 3층,경상북도 청도군 동천리 457 청소년수련관 3층,35.6484,128.71803,https://cheongdo.familynet.or.kr/center/index.do,543738131,543738134,543738135,family8131@hanmail.net,평일 09:00-18:00 주말 정기휴무,18,베트남어,20221215,Y,
고령군다문화가족지원센터,김기창,민간,위탁,경북,고령군,경상북도 고령군 대가야읍 왕릉로 30 문화누리 3층,경상북도 고령군 지산리 308 문화누리 3층,35.7242002,128.2630355,https://www.liveinkorea.kr/center/main/main.do?centerSeq=180&portalLangType=KOR,549566336,,549561366,9566336@hanmail.net,평일 09:00-18:00,6,-,20221215,Y,
성주군 가족센터,최연정,민간,위탁,경북,성주군,경상북도 성주군 성주읍 성산9길 45 문화예술회관 2층,경상북도 성주군 성주읍 성산리 161-1 문화예술회관 2층,35.9182393,128.3015848,seongjugun.familynet.or.kr,549829810,549829841,549829840,sj9829810@naver.com,월-토 09:00-18:00,11,베트남어,20221215,Y,
칠곡군 가족센터,방승란,민간,위탁,경북,칠곡군,"경상북도 칠곡군 왜관읍 관문로1길 24-11, 온가족행복센터 2층",경상북도 칠곡군 매원리 692-10 온가족행복센터 2층,35.991501,128.419183,chilgok.familynet.or.kr,549750833,549750831,549750835,cg_family@hanmail.net,평일 09:00-18:00,26,중국어,20221215,Y,
예천군 가족센터,주정하,민간,위탁,경북,예천군,"경상북도 예천군 예천읍 충효로 239, 2층(베스트프라자A)",경상북도 예천군 예천읍 남본리 258-6 베스트프라자A 2층,36.6509086,128.4503282,yc.familynet.or.kr,546544321,546544320,546524321,ycfamily4321@daum.net,,17,베트남어,20221215,Y,
봉화군 가족센터,이금성,공공,직영,경북,봉화군,경상북도 봉화군 봉화읍 거촌로 12-3,경상북도 봉화군 봉화읍 내성리 285,36.8907453,128.741995,bonghwa.familynet.or.kr,546739023,,546739022,lhjuny@naver.com,평일 09:00-18:00(휴게시간 12:00-13:00) 주말 정기휴무,8,캄보디아어,20221215,Y,
울진군 가족센터,이장출 ,민간,위탁,경북,울진군,"경상북도 울진군 울진읍 울진북로 496-11, 1층","경상북도 울진군 울진읍 읍내리 361, 1층",36.993008,129.394874,https://uljin.familynet.or.kr/center/,547838988,547838986,547838980,uljin5414@naver.com,평일 09:00-18:00 주말 정기휴무,9,-,20221215,Y,
울릉군 가족센터,박성우,민간,위탁,경북,울릉군,경상북도 울릉군 울릉읍 봉래2길 31,경상북도 울릉군 울릉읍 도동리 330-9,37.497666,130.907657,ulleunggun.familynet.or.kr,547910205,,547919936,dmh0205@hanmail.net,평일 09:00-18:00,9,-,20221215,Y,
창원시 가족센터,최종옥,공공,직영,경남,창원시,"경상남도 창원시 성산구 대정로 20번길 11, 1층(가음동, 여성회관 창원관)","경상남도 창원시 가음동 20-10, 여성회관 창원관 1층",35.2061652,128.6991081,changwon.familynet.or.kr,552253951,552253987,552254731,cwwomen@korea.kr,매일 09:00-18:00,14,베트남어,20221215,Y,
창원시 마산가족센터,김영순,민간,위탁,경남,창원시 마산,"경상남도 창원시 마산합포구 중앙북5길 20, 마산YWCA 지하1층",경상남도 창원시 마산합포구 중앙동3가 4-190 마산YWCA 지하1층,35.200253,128.5685482,masan.familynet.or.kr,552458745,552468745,552418746,msdmh@naver.com,평일 09:00-18:00(휴게시간 12:00-13:00),15,베트남어,20221215,Y,
진주시 가족센터,정정연,공공,직영,경남,진주시,경상남도 진주시 진양호로 305,경상남도 진주시 신안동 419-4,35.1805242,128.0653256,jinju.familynet.or.kr,557495443,557496291,557495448,lepele1004@korea.kr,평일 09:00-18:00,27,베트남어,20221215,Y,
통영시 가족센터,옥해숙,공공,위탁,경남,통영시,경상남도 통영시 안개 4길 94(통영시종합복지관내 3층),경상남도 통영시 무전동 464-1 통영시종합복지관내 3층,34.8591407,128.4325108,tyfc.familynet.or.kr,556407741,556407740,556494446,tyfc@hanmail.net,평일 09:00-18:00(휴게시간 12:00-13:00) 주말 정기휴무,23,베트남어,20221215,Y,
사천시 가족센터,김분자,민간,위탁,경남,사천시,"경상남도 사천시 용현면 부곡3길 90, 사천시여성회관 2층",경상남도 사천시 용현면 금문리 53 사천시여성회관 2층,35.0045671,128.0556965,sacheon.familynet.or.kr,558320345,558320345,558320208,4000center@hanmail.net,평일 09:00-18:00,14,베트남어,20221215,Y,
김해시 가족센터,장수한,민간,위탁,경남,김해시,경상남도 김해시 김해대로 2232-0 여객터미널 4층,경상남도 김해시 외동 1264 여객터미널 4층,35.2294709,128.8728231,gimhae.familynet.or.kr,553296355,553296356,553296357,gimhae@family.or.kr,평일 09:00-18:00,47,"중국어, 베트남어",20221215,Y,
밀양시 가족센터,홍창희,민간,위탁,경남,밀양시,"경상남도 밀양시 밀양대로 2089, 희망나눔봉사센터 1층",경상남도 밀양시 교동 952-2 희망나눔봉사센터 1층,35.5037416,128.7515006,miryang.familynet.or.kr,553514404,553514410,553514410,mycenter@daum.net,평일 09:00-18:00,20,베트남어,20221215,Y,
거제시 가족센터,하성영,민간,위탁,경남,거제시,"경상남도 거제시 탑곡로 75, 근로자가족복지회관 2층(아주동)",경상남도 거제시 아주동 290 근로자가족복지회관 2층,34.8624355,128.6910987,geoje.familynet.or.kr,556824958,556824959,556824957,gjtmfc@hanmail.net,평일 09:00-18:00 주말 정기휴무,18,"중국어, 베트남어",20221215,Y,
양산시 가족센터,김덕한,민간,위탁,경남,양산시,"경상남도 양산시 양주1길 7-1, 2층","경상남도 양산시 중부동 667-3, 2층",35.3402205,129.0313273,yangsan.familynet.or.kr,553820988,553820986,553830988,wbt0988@naver.com,평일 09:00-18:00 주말 정기휴무,23,"필리핀어, 베트남어",20221215,Y,
의령군 가족센터,전병석,민간,위탁,경남,의령군,경상남도 의령군 의령읍 의병로 17길 6,경상남도 의령군 의령읍 서동리 443-3,35.320044,128.2602509,uiryeong.familynet.or.kr,555738400,7042673584,555735995,uiryeong@familynet.or.kr,평일 09:00-18:00,12,-,20221215,Y,
함안군 가족센터,조은옥,민간,위탁,경남,함안군,"경상남도 함안군 산인면 가야로 217, 산인면종합복지관 1층",경상남도 함안군 산인면 송정리 1021-1 산인면종합복지관 1층,35.2790119,128.4250095,https://haman.familynet.or.kr/center/index.do,555835430,,555835431,kid5050@nate.com,평일 09:00-18:00,17,필리핀어,20221215,Y,
창녕군 가족센터,정동명,민간,위탁,경남,창녕군,경상남도 창녕군 창녕읍 창녕대로 172,경상남도 창녕군 창녕읍 말흘리 771-2,35.5314005,128.5012753,https://cngh.familynet.or.kr/center/index.do,555321606,555321607,555321305,cnmc1606@naver.com,평일 09:00-18:00 목 09:00-21:00 주말 정기휴무,16,베트남어,20221215,Y,
경남고성군 가족센터,황순옥,민간,위탁,경남,고성군,경상남도 고성군 고성읍 성내로135번길 10-1,경상남도 고성군 성내리 72-42,34.9736761,128.3234428,https://gngoseonggun.familynet.or.kr/center/index.do,556731466,556731466,556736539,damunhwa11@hanmail.net,평일 09:00-18:00(휴게시간 12:00-13:00) 주말 정기휴무,8,베트남어,20221215,Y,
남해군 가족센터,박정연,공공,직영,경남,남해군,"경상남도 남해군 남해읍 망운로 32, 종합사회복지관 2층",경상남도 남해군 아산리 355 종합사회복지관 2층,34.8385142,127.8904473,namhaegun.familynet.or.kr,558646965,558603878,558646919,namdamoon2009@naver.com,평일 09:00-18:00,8,베트남어,20221215,Y,
하동군 가족센터,최영옥,공공,직영,경남,하동군,경상남도 하동군 하동읍 섬진강대로 2214,경상남도 하동군 하동읍 읍내리 1563-6,35.0723241,127.7411926,hadong.familynet.or.kr,558806520,558806522,558806529,hadonggun2019@naver.com,평일 09:00-18:00,14,-,20221215,Y,
산청군 가족센터,오인선,민간,위탁,경남,산청군,경상남도 산청군 산청읍 꽃봉산로 79번길 31-3,경상남도 산청군 산청읍 옥산리 450-6,35.4156141,127.8752239,scfc.familynet.or.kr,559721078,559721048,559721028,sanda1078@naver.com,평일 09:00-18:00,18,네팔어,20221215,Y,
함양군 가족센터,박혜경,공공,직영,경남,함양군,"경상남도 함양군 함양읍 함양여중길 10, 함양군문화원 1층",경상남도 함양군 교산리 967-4 함양군문화원 1층,35.5233652,127.7273199,hamyang.familynet.or.kr,559632013,559635014,559622058,hyif2013@hanmail.net,평일 09:00-18:00,8,베트남어,20221215,Y,
거창군 가족센터,조미금,민간,위탁,경남,거창군,경상남도 거창군 거창읍 강남로1길 170,경상남도 거창군 송정리 21,35.6822814,127.9101784,https://geochang.familynet.or.kr/center/index.do,559451365,559451363,559451364,gctmfc@daum.net,평일 09:00-18:00(휴게시간 1시간),13,베트남어,20221215,Y,
합천군 가족센터,최윤자,공공,직영,경남,합천군,"경상남도 합천군 합천읍 옥산로 96-7, 2층","경상남도 합천군 합천읍 합천리 387-4, 2층",35.5672122,128.1659183,https://hc.familynet.or.kr/,559304732,,559304739,puk1178@korea.kr,평일 09:00-18:00(휴게시간 1시간),4,-,20221215,Y,
제주시 가족센터,이영은,민간,위탁,제주,제주시,제주특별자치도 제주시 중앙로 198,제주특별자치도 제주시 이도일동  1787-10,33.501645,126.528253,https://jeju.familynet.or.kr/center/index.do,647121140,647258025,647258006,jeju@familynet.or.kr,09:00-18:00 일 정기휴무,43,"중국어, 베트남어, 필리핀어",20221215,Y,
서귀포시 가족센터,이상구,민간,위탁,제주,서귀포시,제주특별자치도 서귀포시 중앙로 81,제주특별자치도 서귀포시 서귀동 299-4,33.251905,126.56098,seogwipo.familynet.or.kr,647326482,647326484,647339878,sgpfamily@naver.com,평일 09:00-18:00(휴게시간 12:00-13:00),26,"필리핀어, 베트남어",20221215,Y,
